property_age,property_type,property_size_sqft,num_rooms,num_bathrooms,location_area,avg_market_price_per_sqft,requested_price,loan_to_value_ratio,approval_status
28,Villa,3155,1,5,Kapra,5214.58,16452000.75,72.24,1
34,Apartment,3639,6,2,Kompally,17201.91,62597748.64,62.21,1
42,Villa,2535,4,4,Ghatkesar,3466.54,8787688.91,79.14,0
17,Villa,1434,4,4,Mallapur,10510.56,15072145.91,75.23,1
30,Independent House,2173,1,2,Safilguda,14521.17,31554496.2,85.52,0
22,Independent House,4871,6,5,Jeedimetla,15971.16,77795529.35,79.53,0
49,Apartment,2220,5,3,Koheda,17713.29,39323502.86,68.19,1
14,Villa,2593,5,1,Ghatkesar,7937.3,20581417.71,67.65,1
27,Villa,3363,5,3,Mallapur,6329.6,21286454.12,60.95,1
42,Independent House,3983,4,1,Jubilee Hills,4040.04,16091465.42,50.02,1
16,Villa,4467,4,1,Madhapur,8488.67,37918903.31,70.98,1
30,Apartment,1897,1,3,Nagaram,13564.16,25731203,87.03,0
19,Independent House,4175,5,2,Sagar Road,15739.63,65712954.33,71.4,0
24,Villa,795,2,2,Yacharam,8166.12,6492064.57,50.23,1
39,Villa,2889,5,2,Uppal,9566.38,27637267.63,53.2,1
29,Apartment,2707,1,1,Bhongir,9260.93,25069335.73,84.86,0
3,Apartment,4566,5,4,Mangalpally,10035.7,45823024.47,74.46,1
49,Villa,1308,6,4,Dilsukhnagar,8077.23,10565012.01,64.69,1
25,Villa,4167,3,4,Bowrampet,8989.55,37459468.84,80.69,0
34,Independent House,2848,6,2,Gundla Pochampally,17850.75,50838929.13,74.43,1
4,Villa,4454,6,4,Kondapur,10379.56,46230576.52,65.37,0
28,Independent House,4970,1,5,Beeramguda,10604.2,52702867.79,51.68,1
9,Villa,4190,4,2,Chengicherla,14006.71,58688097.8,77.21,1
44,Apartment,3462,3,5,Kothur,18827.82,65181929.33,85.2,0
1,Apartment,4674,1,5,Banjara Hills,11965.08,55924785.51,77.05,0
31,Villa,1886,3,3,Sangareddy,7596.43,14326869.7,78.65,0
18,Apartment,1193,1,1,Attapur,4703.44,5611198.66,80.92,0
20,Apartment,2657,1,4,Alwal,18185.74,48319521.37,87.36,0
12,Independent House,4128,2,1,Bibi Nagar,17910.36,73933954.9,85.75,0
9,Villa,819,5,1,Yacharam,11187.42,9162497.69,75.64,1
38,Villa,1496,4,3,Ameerpet,4197.92,6280088.62,66.48,1
14,Apartment,3175,5,1,Rudraram,16167.52,51331880.03,76.27,1
24,Apartment,907,3,1,Kothapet,19286.88,17493196.2,85.93,0
47,Apartment,3808,5,2,Chintal,4563.32,17377132.25,87.89,0
47,Independent House,3581,5,1,Shadnagar,19865.11,71136943.41,59.22,1
49,Independent House,3908,2,4,Pocharam,7655.42,29917382.38,74.6,1
45,Apartment,4036,6,4,Himayatnagar,3167.34,12783374.9,78.11,1
41,Villa,1033,5,5,Sangareddy,10724.44,11078351.32,82.14,0
41,Apartment,3806,6,3,Moinabad,5361.34,20405274.5,87.8,0
29,Apartment,838,1,1,Uppal,10826.61,9072696.58,82.15,0
10,Villa,2388,3,3,Rajendranagar,10752.81,25677714.92,83.3,0
1,Apartment,1011,3,4,Bibi Nagar,5412.51,5472047.38,81.97,0
2,Villa,2987,4,1,Rudraram,3874.64,11573550.53,69.7,0
1,Independent House,4766,6,4,Dilsukhnagar,3818.59,18199380.4,86.59,0
2,Apartment,1103,3,2,Banjara Hills,15164.2,16726117.79,59.23,1
2,Apartment,1323,2,1,Patancheru,7416.2,9811628.49,73.3,1
17,Villa,4877,2,2,Kapra,4626.02,22561115.55,83.04,0
38,Independent House,1396,4,4,Jubilee Hills,13718.66,19151247.83,79.79,1
50,Villa,2879,3,5,Pargi,12771.97,36770493.98,62.89,1
27,Villa,1875,2,2,Mallapur,16160.23,30300424.83,55.01,1
35,Independent House,2006,2,1,Nanakramguda,11876.15,23823564.55,86.58,0
34,Independent House,2936,6,1,Pragathi Nagar,6370.4,18703480.76,61.5,0
36,Independent House,3556,2,4,Rai Durg,3279.54,11662037.2,62.07,1
1,Apartment,4224,2,2,Gundla Pochampally,13831.65,58424873.28,87.2,0
22,Apartment,2044,2,5,Secunderabad,11749.3,24015576.42,52.71,1
37,Apartment,1471,1,4,Alwal,8450.35,12430467.1,74.57,1
14,Apartment,4737,2,2,Shankarpally,3377.57,15999549.38,89.75,0
45,Villa,1428,3,2,Bhongir,5813.43,8301575.09,55.12,0
5,Apartment,4296,5,5,Yacharam,15086.96,64813568.08,59.44,1
13,Apartment,2040,2,2,Bachupally,5039.55,10280672.65,59.98,0
26,Apartment,2694,1,1,Hitech City,10202.53,27485606.11,57.04,0
25,Villa,4543,6,4,Gopanpally,13475.63,61219808.72,64.91,1
8,Independent House,4244,2,5,Dundigal,15929.9,67606514.51,80.45,0
48,Apartment,1611,5,1,Mehdipatnam,18867.03,30394777.93,62.41,1
28,Apartment,1526,6,1,Safilguda,8380.81,12789118.79,80.7,0
20,Independent House,4726,4,3,Beeramguda,14289.35,67531449.12,68.63,0
16,Independent House,4624,3,3,Vikarabad,8592.97,39733872.83,63.28,0
49,Independent House,856,2,3,Thumkunta,18129.97,15519252.77,86.04,0
37,Independent House,2100,4,3,Himayatnagar,4313.85,9059090.81,50.88,0
32,Villa,663,4,4,Nallagandla,18830.91,12484895.03,82.2,0
49,Independent House,3798,6,5,Ghatkesar,17945.79,68158129.22,72.43,0
34,Apartment,555,6,1,Secunderabad,11238.57,6237407.61,65,1
18,Independent House,756,2,3,Sagar Road,18447.86,13946582.74,84.37,0
25,Villa,837,3,5,Kandukur,8061.91,6747822.72,64.79,1
24,Villa,555,5,3,Begumpet,13139.47,7292403.51,58.68,0
18,Apartment,4916,3,4,Bolarum,10344.36,50852895.37,50.7,1
8,Villa,4286,1,2,Jubilee Hills,15951.2,68366837.86,81.69,0
8,Independent House,1404,1,5,Malkajgiri,4256.26,5975793.6,50.58,1
3,Independent House,4232,3,3,Madhapur,9410.88,39826860.18,70.3,1
14,Villa,4171,1,1,Kothur,14348.71,59848457.91,51.9,0
7,Villa,4394,1,5,Nanakramguda,12683.94,55733226.77,53.86,1
50,Apartment,3493,4,2,ECIL,6216.9,21715645.66,67.55,0
31,Villa,4374,1,1,Rai Durg,14125.06,61783011.64,62.2,0
46,Apartment,3926,6,2,Hitech City,3381.67,13276433.46,88.1,0
39,Independent House,3227,6,4,Begumpet,3514.67,11341824.94,63.72,0
2,Independent House,3853,2,2,Rai Durg,11636.96,44837225.38,58.31,0
32,Independent House,4373,5,2,Maheshwaram,12702.22,55546800.32,79.25,0
17,Villa,3951,4,2,Aushapur,15050.22,59463409.93,74.39,1
26,Independent House,4574,6,4,Ghatkesar,14888.94,68102030.28,60.3,1
41,Independent House,844,2,4,Financial District,3111.1,2625765.39,78.44,0
34,Independent House,3244,3,4,Mangalpally,14063.66,45622513.23,78.35,1
35,Apartment,4170,5,4,Alwal,19031.4,79360953.71,58.05,1
25,Villa,2178,4,5,Shabad,13629.4,29684835.09,75.51,1
45,Villa,1588,2,4,Tukkuguda,19216.95,30516517.67,60.14,1
14,Independent House,4837,5,3,Rudraram,8725.54,42205431.09,62.77,1
35,Villa,3432,1,3,Ameerpet,12701.11,43590199.84,73.1,1
46,Apartment,3016,2,4,Nagaram,7680.34,23163914.78,70.06,1
33,Independent House,684,1,1,Thimmapur,15880.02,10861933.25,53.25,1
25,Apartment,3533,4,5,Turkapally,12402.24,43817100.83,82.6,0
22,Villa,3855,5,2,Ameerpet,19894,76691383.96,60.89,0
13,Apartment,4510,1,4,Vikarabad,19020.23,85781244.36,71.33,0
46,Independent House,4513,5,2,Aushapur,19056.12,86000254.91,56.66,1
12,Villa,527,5,1,Nawabpet,7588.07,3998913.35,76.4,1
47,Apartment,605,3,1,Kondapur,8586,5194527.67,67.47,1
48,Villa,3037,3,3,ECIL,4508.69,13692899.11,62.16,1
45,Apartment,606,2,3,Tarnaka,3620.32,2193913.35,72.31,1
1,Independent House,3162,5,5,Abids,15302.62,48386879.71,58.65,0
17,Villa,881,6,2,Kothapet,18416.91,16225295.27,54.86,0
43,Villa,2156,2,2,Ameerpet,11661.43,25142049.46,86.18,0
12,Villa,1553,6,1,Narsingi,3573.93,5550315.26,89.47,0
31,Apartment,3507,3,3,Shamshabad,15947.09,55926448.61,73.59,1
1,Villa,4102,3,4,Bhongir,15042.02,61702354.22,53.23,1
24,Apartment,1886,4,2,Tukkuguda,17858.66,33681423.67,74.85,1
21,Independent House,3352,1,5,Kothur,18690.05,62649062.5,85.11,0
31,Independent House,3879,5,2,Rai Durg,8633.51,33489381.34,51.18,1
40,Independent House,630,5,4,Manoharabad,6907.3,4351598.79,76.31,0
21,Apartment,4696,4,4,Nagole,8215.01,38577688.12,75.18,0
22,Villa,1277,1,2,Nagaram,4302.32,5494057.36,52.58,1
29,Independent House,4717,4,2,Safilguda,5282.41,24917120.16,76.25,0
44,Apartment,2885,2,1,Malkajgiri,13800.7,39815015.35,57.39,1
8,Independent House,2734,6,5,Nawabpet,9189.13,25123094.34,71.19,0
31,Villa,1968,3,3,Kukatpally,6788.64,13360046.78,80.14,0
7,Independent House,2307,1,3,Medchal,14715.96,33949730.11,72.51,1
38,Independent House,4951,6,4,Keesara,16787.76,83116175.82,56,1
2,Villa,3832,4,3,Kollur,14158.23,54254325.54,71.52,1
45,Apartment,532,5,4,Patancheru,18219.96,9693019.59,52.48,1
38,Apartment,843,4,4,Thumkunta,14677.81,12373390.38,66.13,1
47,Independent House,3873,4,1,Jubilee Hills,4635.96,17955088.43,84.35,0
24,Villa,3815,6,5,Shamshabad,16338.85,62332717.8,68.7,0
43,Apartment,3883,1,3,Moinabad,17485.79,67897335.29,51.7,1
42,Independent House,1781,4,2,Shankarpally,8207.08,14616808.24,62.73,0
32,Independent House,871,5,3,Mangalpally,6760.03,5887982.99,57.94,0
29,Villa,1447,1,3,Safilguda,12132.78,17556130.02,65.17,0
26,Independent House,1175,1,4,Bolarum,10359.62,12172558.24,89.59,0
30,Apartment,2520,3,1,Mallapur,17993.45,45343502.81,74.51,1
24,Apartment,4866,2,1,Bowrampet,3840.81,18689404.52,80.11,0
19,Villa,2841,5,4,Safilguda,12857.09,36526989.58,73.76,1
8,Independent House,2161,1,4,ECIL,4653.54,10056297.7,74.5,1
31,Villa,1225,4,1,Ibrahimpatnam,7797.93,9552459.89,74.42,1
47,Independent House,1252,2,5,Bowrampet,19255.69,24108120.93,70.76,1
39,Independent House,4159,5,5,Adibatla,6007.72,24986105.78,81.58,0
32,Villa,3973,2,3,Rai Durg,14179.05,56333376.83,52.54,1
40,Apartment,2136,3,2,Aushapur,16046.62,34275585.57,51.8,1
47,Villa,2369,1,2,Aushapur,17309.74,41006775.78,79.31,0
11,Independent House,2162,6,4,Beeramguda,15945.59,34474357.15,75.94,1
18,Villa,3649,2,3,Nawabpet,18939.76,69111176.8,86.72,0
11,Independent House,4544,6,1,Chandanagar,15464.3,70269759.39,73.97,1
15,Independent House,851,1,2,Alwal,9749.51,8296830.21,74.22,1
17,Apartment,4087,1,1,Gopanpally,10449.15,42705680.64,88.2,0
33,Villa,4064,3,1,Jeedimetla,14989.55,60917516.38,68.44,1
21,Villa,532,6,2,Quthbullapur,8620.13,4585908.04,88.56,0
43,Apartment,560,4,5,Kothapet,11114.62,6224184.52,66.15,1
8,Apartment,3671,6,4,Manoharabad,3717.11,13645510.77,58.93,1
18,Apartment,1741,5,1,Yadagirigutta,7138.17,12427550.7,70.94,0
5,Independent House,3890,2,5,Kandukur,3348.72,13026535.79,67,0
20,Independent House,870,4,2,Kandukur,6592.01,5735045.62,51.23,1
44,Villa,3754,3,1,Kothur,8243.4,30945712.73,68.9,1
42,Villa,523,2,5,Kothur,15992.16,8363901.58,69.91,1
9,Apartment,3884,2,5,Jubilee Hills,12585.48,48881986.96,82.93,0
32,Apartment,1362,6,5,Gundla Pochampally,3737.36,5090278.79,84.02,0
12,Independent House,1957,6,1,Pragathi Nagar,19756.39,38663259.66,68.49,1
48,Apartment,3029,1,1,Nawabpet,15879.48,48098958.92,61.56,1
40,Independent House,2631,1,1,Sainikpuri,19339.69,50882716.22,69.77,1
19,Apartment,4799,2,4,Pragathi Nagar,4126.78,19804416.77,79.3,0
43,Independent House,1977,5,2,Thimmapur,12068.19,23858820.93,67.69,1
36,Apartment,3871,4,1,Rudraram,7508.08,29063772.07,66.78,1
34,Independent House,4257,4,3,Pocharam,11712.69,49860931.44,51.16,1
22,Apartment,1707,5,1,ECIL,17397.97,29698334.12,68.61,1
41,Independent House,4698,1,3,Pocharam,8025.89,37705629.69,75.3,1
13,Apartment,4759,1,4,Dundigal,12436.07,59183246.18,75.35,0
25,Independent House,2862,2,5,Patancheru,9839.39,28160328.38,83.77,0
39,Independent House,3017,4,2,Himayatnagar,14931.86,45049423.42,64.98,1
44,Independent House,4100,5,1,Banjara Hills,7617,31229682.4,76.8,0
37,Independent House,3060,3,4,Banjara Hills,14822.95,45358225.01,55.95,0
34,Villa,2255,5,5,Kothur,11789.33,26584929.62,77.58,0
39,Apartment,4686,5,4,Himayatnagar,6673.87,31273771.48,81.09,0
13,Apartment,2405,2,1,Tarnaka,14320.64,34441138.77,59.06,1
5,Independent House,3097,4,3,ECIL,9184.73,28445109.71,61.23,0
27,Villa,1697,4,5,Mehdipatnam,6294.79,10682264.42,79.48,0
25,Apartment,521,4,2,Kapra,16818.59,8762485.9,81.47,0
45,Villa,4830,4,2,Mangalpally,7692.66,37155539.54,87.34,0
16,Villa,4076,1,1,Mallapur,12823.53,52268712.77,86.77,0
37,Apartment,3273,3,2,Malkajgiri,14699.04,48109961.27,58.83,1
47,Independent House,4376,6,4,Tellapur,3494.7,15292793.7,58.48,1
23,Independent House,4348,6,3,Beeramguda,10738.96,46693015.83,80.54,0
14,Independent House,4678,2,3,Safilguda,17086.47,79930518.19,82.74,0
26,Villa,1916,3,4,Mallapur,4750.09,9101163.27,86.1,0
4,Villa,2153,2,3,ECIL,14919.97,32122697.86,76.64,0
16,Independent House,4877,4,4,Nagole,18052.95,88044243.22,73.48,0
21,Independent House,3248,2,4,Sangareddy,8426.43,27369044.82,83.68,0
18,Independent House,4664,1,2,Shabad,13261.84,61853212.73,83.41,0
32,Independent House,1839,3,3,Shadnagar,8432.45,15507277.81,60.8,1
13,Villa,2813,4,2,Chintal,19266.53,54196756.35,53.75,1
5,Apartment,4731,1,4,Ameerpet,15150.82,71678533.34,64.85,1
26,Independent House,1884,4,5,Jubilee Hills,3579.97,6744668.91,74.29,1
21,Villa,4029,5,4,Kothapet,4416.1,17792450.39,86.87,0
41,Independent House,3288,2,3,Sangareddy,3250.07,10686218.12,58.82,1
34,Apartment,1751,4,2,Gundla Pochampally,7024.39,12299703.43,75.73,1
17,Independent House,2105,5,2,Uppal,17410.15,36648357.65,70.5,1
14,Apartment,3383,1,1,Ghatkesar,14740.59,49867428.39,62.7,0
26,Apartment,3491,6,4,Kompally,3015.92,10528579.81,61.81,1
9,Villa,1675,4,3,Turkapally,13182.63,22080903.06,54.59,1
9,Apartment,1485,5,4,Thumkunta,19264.91,28608387.1,56.47,1
36,Villa,688,2,1,Kapra,17519.23,12053230.54,89.33,0
18,Apartment,1309,3,4,Nagaram,9952.18,13027405.16,76.54,0
46,Villa,1101,1,2,Rampally,4475.35,4927361.89,72.22,1
13,Villa,1183,3,3,Shamshabad,18152.9,21474877.2,63.29,0
33,Villa,1572,2,4,Koheda,15739.68,24742773.32,50.73,1
47,Villa,4122,3,4,Nallagandla,13786.04,56826040.4,64.78,1
34,Independent House,3642,2,4,Chengicherla,12050.12,43886542.69,73.51,1
9,Independent House,3609,4,5,Alwal,18443.83,66563767.98,54.01,1
27,Apartment,3975,1,4,Ghatkesar,19145.18,76102099.3,72.97,1
46,Apartment,2470,5,2,Kothur,13798.36,34081957.12,55.44,0
18,Independent House,4539,5,5,Uppal,10078.46,45746138.46,76.25,1
11,Apartment,4514,5,2,Bowrampet,9769.42,44099143.92,57.37,1
4,Villa,4737,4,4,Nanakramguda,13091.04,62012263.86,78.73,1
40,Villa,1858,4,3,ECIL,10863.17,20183778.05,85.57,0
3,Villa,2997,4,2,Shadnagar,11103.24,33276402.65,65.72,1
18,Independent House,2455,3,1,Pocharam,11080.01,27201413.69,62.94,1
1,Apartment,2347,5,2,Jalpally,17310.11,40626838.95,70.26,0
19,Apartment,3351,6,5,Jeedimetla,9495.27,31818642.84,83.3,0
17,Villa,3344,5,1,Kothapet,9148.55,30592759.49,54.48,0
35,Apartment,2519,4,1,Medchal,17271.83,43507734.76,74.11,1
21,Apartment,1645,2,3,Choutuppal,5766.2,9485392.33,57.29,0
21,Apartment,2963,2,1,Uppal,6406.13,18981364.3,51.09,1
45,Independent House,4483,1,1,Gundla Pochampally,11688.56,52399829.28,72.46,0
7,Apartment,3031,5,5,Sainikpuri,3240.34,9821483.7,57.28,1
4,Independent House,4890,1,5,Bolarum,18557.08,90744135.39,58.83,1
13,Villa,4864,2,1,Sagar Road,18983.69,92336668.72,77.56,1
45,Independent House,3579,3,3,Moula Ali,15982.64,57201869.29,52.04,0
46,Apartment,3903,5,4,Pargi,5113,19956047.23,75.7,1
30,Villa,2320,2,1,Nagaram,16928.18,39273375.03,88.67,0
23,Villa,1931,2,1,Thimmapur,17569.44,33926583.33,76.03,1
8,Villa,3972,5,2,Pocharam,10684.9,42440413.05,63.81,1
12,Villa,2719,3,2,Aushapur,9861.59,26813674.4,64.12,0
11,Independent House,2414,4,4,Gundlapochampally,15656.2,37794077.54,89.65,0
39,Villa,2471,1,3,Kondapur,3422.85,8457850.31,87.72,0
32,Independent House,2206,2,5,Ghatkesar,7697.69,16981100.93,75.75,1
46,Apartment,4722,3,4,Ameerpet,17722.81,83687104.99,50.75,1
40,Apartment,2022,3,5,Abids,14795.48,29916462.82,78.05,1
23,Independent House,3359,2,4,Vikarabad,19594.77,65818817.2,50.73,1
6,Apartment,3065,3,3,Bhongir,15378.61,47135426.94,73.34,1
18,Independent House,1292,5,5,ECIL,6684.92,8636917.48,63.46,1
38,Independent House,1045,1,1,Mehdipatnam,9323.92,9743500.12,88.93,0
39,Villa,4656,6,3,Patancheru,19831.24,92334273.03,53.12,1
11,Villa,4383,3,5,Adibatla,3050.41,13369941.63,61.05,1
45,Independent House,4905,6,3,Moula Ali,12884.2,63196996.19,87.97,0
27,Independent House,4289,4,1,Attapur,13066.9,56043930.26,52.86,1
13,Apartment,2673,5,3,Thumkunta,12772.43,34140697.15,68.01,0
2,Villa,4552,6,4,Ameerpet,3534.09,16087193.41,73.12,0
38,Independent House,3355,4,5,Mangalpally,17232.43,57814818.51,64.08,0
43,Villa,3169,1,4,Gachibowli,12042.07,38161322.15,84.76,0
30,Villa,3452,1,1,Vikarabad,16018.1,55294480.23,61.81,0
11,Apartment,2691,3,2,Bolarum,3381.58,9099832.12,70.45,0
34,Independent House,3218,6,1,Chandanagar,18583.03,59800182.58,75.43,1
48,Apartment,2635,2,4,Turkapally,10825.89,28526218.83,72.88,0
48,Villa,3744,5,4,Narsingi,3170.94,11871985.85,80.31,0
43,Independent House,2848,2,4,Maheshwaram,7811.84,22248108.21,62.54,1
27,Apartment,2838,3,1,Gopanpally,18100.67,51369702.22,62.67,0
43,Apartment,2094,6,2,Gundlapochampally,11433.48,23941707.95,69.24,1
44,Villa,1822,6,2,Manikonda,14008.41,25523319.55,62.53,1
48,Villa,2210,5,4,Kompally,5505.14,12166349.18,72.85,1
48,Apartment,2893,3,1,Dilsukhnagar,6198.14,17931207.11,65.93,1
21,Villa,2279,2,3,Shabad,14862.7,33872101.41,56.79,0
38,Independent House,3517,4,3,Dundigal,8084.84,28434372.67,53.82,0
25,Apartment,2870,2,2,Malkajgiri,10119.93,29044202.63,75.37,1
29,Apartment,2988,6,1,Shadnagar,14425.47,43103302.08,82.9,0
48,Apartment,1982,4,1,Moula Ali,17349.32,34386357.27,60.81,1
2,Independent House,3026,3,2,Secunderabad,11740.65,35527210.22,58.06,1
45,Independent House,694,6,5,Mangalpally,11148.28,7736907.93,88.88,0
12,Apartment,4584,4,1,Isnapur,18374.67,84229493.13,53.41,1
48,Villa,1549,4,1,Mallapur,13506.86,20922121.23,55.9,1
46,Apartment,2212,1,3,Dilsukhnagar,17212.66,38074400.05,50.77,1
21,Independent House,2405,4,4,Dilsukhnagar,12002.25,28865417.36,51.37,0
32,Apartment,1758,4,3,Beeramguda,10496.6,18453016.1,80.72,0
6,Independent House,4933,5,1,Rampally,14824.04,73127012.9,71.35,1
46,Villa,3312,5,1,Patancheru,17258.71,57160861.21,70.95,1
30,Villa,4001,2,3,Jubilee Hills,14825.99,59318801.47,58.35,0
22,Villa,1848,4,2,Rajendranagar,17433.25,32216647.92,73.74,0
6,Villa,3582,4,5,Choutuppal,5814.88,20828908.06,81.08,0
29,Independent House,2466,2,4,Bolarum,16132.69,39783217.51,66.44,0
5,Villa,3267,6,4,Jeedimetla,17961.29,58679547.23,80.4,0
16,Independent House,910,1,5,Turkapally,3206.06,2917510.46,57.26,0
47,Apartment,3436,4,4,Shabad,9713.08,33374137.69,69.5,1
12,Apartment,4135,4,4,Manoharabad,10361.03,42842849.21,88.24,0
41,Apartment,1474,1,1,Shabad,3145.55,4636544.03,60.91,0
33,Apartment,4014,5,2,Rai Durg,8885.87,35667874.62,89.99,0
1,Apartment,1184,6,3,Shamirpet,17277.42,20456470.18,54.38,1
5,Independent House,3543,6,1,Jubilee Hills,7747.12,27448031.76,65.85,1
4,Villa,4827,1,4,Bibinagar,7292.9,35202843.34,71.36,1
22,Independent House,4973,4,5,Pocharam,8786.23,43693921.6,74.45,1
17,Villa,4598,3,2,Ghatkesar,19088.7,87769850.83,67.45,1
14,Independent House,3312,2,4,Kapra,14874.47,49264251.38,58.89,1
1,Independent House,3438,5,4,Ameerpet,3310.59,11381813.91,65.92,1
7,Apartment,2670,2,5,Mangalpally,18366.43,49038355.55,66.63,1
25,Villa,3914,1,2,Shankarpally,11088.11,43398875.94,87.55,0
26,Apartment,2885,2,1,Jalpally,9109.35,26280464.84,71.11,1
17,Independent House,758,1,2,Bolarum,14575.61,11048315.61,53.61,0
4,Apartment,3705,3,5,Kandukur,9152.1,33908525.91,55.4,1
39,Villa,2898,2,5,Nagaram,7140.57,20693358.78,75.89,0
13,Apartment,2416,2,2,Bolarum,15072.9,36416124.29,55.74,0
1,Independent House,3362,5,4,Kondapur,10435.2,35083139.08,62.13,1
7,Apartment,4107,5,3,Maheshwaram,3532.3,14507152.74,54.69,0
22,Independent House,1851,2,5,Mangalpally,5331.24,9868116.52,82.01,0
25,Villa,3143,4,2,Attapur,7948.24,24981317.68,75.66,0
40,Apartment,3075,5,5,Kukatpally,17218.02,52945424.97,71.6,1
48,Apartment,3214,6,3,Malkajgiri,6042.87,19421792.64,56.37,1
17,Villa,1129,3,5,Quthbullapur,14143.53,15968050.18,61.34,1
18,Independent House,1557,4,4,Bhongir,3641.41,5669669.4,86.85,0
32,Independent House,3224,6,1,Rudraram,11495.6,37061805.83,78.03,1
12,Villa,4796,5,3,Sagar Road,10262.59,49219378.49,53.05,0
29,Villa,2482,5,2,Turkapally,16573.88,41136379.69,59.86,0
14,Villa,3519,4,3,Quthbullapur,10627.14,37396917.07,63.09,0
37,Independent House,2161,3,4,ECIL,19538.59,42222898.5,90,0
35,Apartment,4808,6,5,Kukatpally,10999.49,52885530.86,81.56,0
5,Independent House,4128,2,3,Keesara,12080.15,49866854.16,72.61,1
32,Independent House,2976,3,3,Nagole,6512.17,19380218.51,78.49,1
39,Villa,563,3,4,Rampally,9841.59,5540812.82,65.25,1
36,Villa,796,1,2,Kompally,14435.23,11490446.95,61.58,1
41,Independent House,1681,6,5,Chintal,11270.94,18946454.11,81.14,0
39,Villa,2425,3,1,Financial District,11679.48,28322734.22,74.29,1
46,Villa,3700,5,2,Shamirpet,17130.91,63384368.67,74.77,1
8,Apartment,2695,4,4,Ibrahimpatnam,8336.53,22466946.82,50.25,1
18,Apartment,1358,6,3,Jeedimetla,4712.16,6399114.64,64.42,1
1,Villa,4217,3,4,Jalpally,16434.3,69303446.91,84.78,0
2,Villa,1338,1,1,Banjara Hills,15533.52,20783854.76,52.3,1
34,Independent House,3898,4,3,Vikarabad,12328.24,48055478.49,63.24,1
25,Independent House,3710,4,1,Ghatkesar,6846.05,25398835.82,87.7,0
6,Villa,3593,6,5,Alwal,16219.01,58274906.29,82.85,0
41,Apartment,1294,5,5,Nagole,7001.54,9059997.97,88.17,0
7,Independent House,772,2,2,Tarnaka,4605.7,3555601.21,86.7,0
28,Apartment,4930,3,2,Adibatla,19105.56,94190431.02,68.9,1
6,Independent House,2147,3,3,Nacharam,9534.89,20471405.74,80.92,0
33,Independent House,3816,3,3,LB Nagar,13970.8,53312582.08,85.91,0
37,Independent House,4949,4,2,Rajendranagar,15489.43,76657189.59,53.96,0
37,Apartment,3383,6,2,Tukkuguda,18694.26,63242675.27,57.63,1
14,Independent House,3085,6,2,Begumpet,3848.65,11873071.7,81.85,0
16,Independent House,2144,3,2,Kukatpally,9980.22,21397591.36,65.15,1
39,Independent House,4826,3,1,Gopanpally,9151.51,44165199.71,56.95,1
34,Villa,3238,2,3,Gundlapochampally,9827.82,31822465.93,51.96,0
44,Villa,4840,6,1,Rajendranagar,10217.7,49453660.51,85.61,0
29,Apartment,1080,2,2,Gopanpally,6033.79,6516498.38,78.05,1
20,Apartment,3412,5,5,Dundigal,18494.55,63103389.92,53.65,1
38,Apartment,2634,4,1,Ibrahimpatnam,12605.61,33203170.07,57.57,1
17,Villa,1275,3,1,Patancheru,17415.4,22204641.07,84.09,0
9,Independent House,4674,5,5,Begumpet,12916.94,60373773.57,51.14,0
12,Independent House,1524,6,3,Tukkuguda,13693.95,20869585.33,60.24,0
16,Apartment,1292,6,4,Kapra,8572.47,11075631.57,84.03,0
25,Independent House,1875,6,3,Aushapur,16005.78,30010832.47,59.49,1
26,Independent House,824,3,5,Beeramguda,3454.65,2846630.57,81.17,0
31,Independent House,1934,6,4,Mallapur,7865.91,15212671.05,54.33,1
30,Apartment,3978,2,3,Mangalpally,15168.2,60339092.93,89.08,0
36,Villa,3711,5,5,Beeramguda,8818.73,32726325.08,61.45,0
28,Independent House,4884,5,4,ECIL,13292.88,64922404.72,52.16,1
8,Villa,3159,3,1,Cherlapally,19837.72,62667349.59,58.58,0
28,Villa,624,6,1,Dundigal,7831.64,4886940.25,65.05,1
47,Independent House,3158,6,1,Patancheru,3234.99,10216090.98,55.66,1
5,Independent House,1231,1,1,Shankarpally,4790.62,5897247.84,73.1,0
29,Apartment,4923,2,1,Shamirpet,18905.82,93073357.27,63.17,1
48,Villa,3831,3,4,Narsingi,11290.16,43252589.86,66.91,1
37,Apartment,4315,1,1,Kukatpally,15157.51,65404665.37,69.48,0
14,Villa,4207,6,3,LB Nagar,12012.16,50535177.05,80.44,0
12,Villa,1336,3,5,Kandukur,19891.14,26574557.79,81.96,0
24,Villa,890,3,1,Uppal,13861.06,12336345.39,50.77,1
50,Apartment,1306,5,1,Nagole,10339.19,13502977.37,68.18,0
21,Villa,1710,1,1,Kandukur,16737.07,28620385.2,64.53,1
38,Apartment,1191,1,2,Kothapet,18404.88,21920218.02,88.76,0
43,Apartment,1841,6,2,Bolarum,5710.98,10513913.14,69.02,1
32,Villa,3044,2,1,Malkajgiri,3686.53,11221792.04,54.01,0
5,Apartment,4503,1,1,Turkapally,19662.2,88538892.13,63.31,1
17,Independent House,1201,4,2,Cherlapally,5053.73,6069530.4,83.53,0
15,Apartment,3468,2,5,Mangalpally,13062.42,45300473.9,81.96,0
35,Independent House,508,5,2,Beeramguda,8184.95,4157952.43,70.41,1
3,Villa,2017,2,1,Bowrampet,13008.2,26237534.66,80.78,0
